Data,Interval,Pret mediu [lei/MWh],Rezolutie
2026-05-05,36,453.40,PT15M
2026-05-05,37,739.96,PT15M
2026-05-05,38,456.68,PT15M
2026-05-05,39,246.14,PT15M
2026-05-05,40,89.84,PT15M
2026-05-05,41,390.73,PT15M
2026-05-05,42,203.79,PT15M
2026-05-05,43,115.64,PT15M
2026-05-05,44,81.36,PT15M
2026-05-05,45,204.40,PT15M
2026-05-05,46,111.76,PT15M
2026-05-05,47,106.85,PT15M
2026-05-05,48,111.11,PT15M
2026-05-05,49,120.01,PT15M
2026-05-05,50,78.84,PT15M
2026-05-05,51,70.13,PT15M
2026-05-05,52,76.22,PT15M
2026-05-05,53,92.17,PT15M
2026-05-05,54,87.74,PT15M
2026-05-05,55,78.84,PT15M
2026-05-05,56,112.56,PT15M
2026-05-05,57,128.08,PT15M
2026-05-05,58,178.68,PT15M
2026-05-05,59,180.19,PT15M
2026-05-05,60,183.72,PT15M
2026-05-05,61,134.19,PT15M
2026-05-05,62,174.33,PT15M
2026-05-05,63,410.04,PT15M
2026-05-05,64,526.45,PT15M
2026-05-05,65,347.43,PT15M
2026-05-05,66,502.59,PT15M
2026-05-05,67,604.02,PT15M
2026-05-05,68,681.22,PT15M
2026-05-05,69,608.33,PT15M
2026-05-05,70,680.37,PT15M
2026-05-05,71,724.31,PT15M
2026-05-05,72,763.37,PT15M
2026-05-05,73,720.92,PT15M
2026-05-05,74,722.50,PT15M
2026-05-05,75,782.13,PT15M
2026-05-05,76,1048.95,PT15M
2026-05-05,77,899.56,PT15M
2026-05-05,78,953.02,PT15M
2026-05-05,79,1218.02,PT15M
2026-05-05,80,1540.41,PT15M
2026-05-05,81,1333.12,PT15M
2026-05-05,82,1321.68,PT15M
2026-05-05,83,1229.12,PT15M
2026-05-05,84,1062.25,PT15M
2026-05-05,85,1028.51,PT15M
2026-05-05,86,928.48,PT15M
2026-05-05,87,784.73,PT15M
2026-05-05,88,709.37,PT15M
2026-05-05,89,768.50,PT15M
2026-05-05,90,714.73,PT15M
2026-05-05,91,719.23,PT15M
2026-05-05,92,710.17,PT15M
2026-05-05,93,866.89,PT15M
2026-05-05,94,846.32,PT15M
2026-05-05,95,714.49,PT15M
2026-05-05,96,687.57,PT15M
2026-05-05,1,877.03,PT30M
2026-05-05,2,793.26,PT30M
2026-05-05,3,774.95,PT30M
2026-05-05,4,710.98,PT30M
2026-05-05,5,643.58,PT30M
2026-05-05,6,642.57,PT30M
2026-05-05,7,643.46,PT30M
2026-05-05,8,644.16,PT30M
2026-05-05,9,642.12,PT30M
2026-05-05,10,663.75,PT30M
2026-05-05,11,680.27,PT30M
2026-05-05,12,753.32,PT30M
2026-05-05,13,742.62,PT30M
2026-05-05,14,805.26,PT30M
2026-05-05,15,826.13,PT30M
2026-05-05,16,732.95,PT30M
2026-05-05,17,818.01,PT30M
2026-05-05,18,581.99,PT30M
2026-05-05,19,598.32,PT30M
2026-05-05,20,167.99,PT30M
2026-05-05,21,297.26,PT30M
2026-05-05,22,98.50,PT30M
2026-05-05,23,158.08,PT30M
2026-05-05,24,108.98,PT30M
2026-05-05,25,99.42,PT30M
2026-05-05,26,73.18,PT30M
2026-05-05,27,89.96,PT30M
2026-05-05,28,95.70,PT30M
2026-05-05,29,153.38,PT30M
2026-05-05,30,181.95,PT30M
2026-05-05,31,154.26,PT30M
2026-05-05,32,468.24,PT30M
2026-05-05,33,425.01,PT30M
2026-05-05,34,642.62,PT30M
2026-05-05,35,644.35,PT30M
2026-05-05,36,743.84,PT30M
2026-05-05,37,721.71,PT30M
2026-05-05,38,915.54,PT30M
2026-05-05,39,926.29,PT30M
2026-05-05,40,1379.21,PT30M
2026-05-05,41,1327.40,PT30M
2026-05-05,42,1145.69,PT30M
2026-05-05,43,978.50,PT30M
2026-05-05,44,747.05,PT30M
2026-05-05,45,741.62,PT30M
2026-05-05,46,714.70,PT30M
2026-05-05,47,856.61,PT30M
2026-05-05,48,701.03,PT30M
2026-05-05,1,835.14,PT60M
2026-05-05,2,742.97,PT60M
2026-05-05,3,643.08,PT60M
2026-05-05,4,643.81,PT60M
2026-05-05,5,652.93,PT60M
2026-05-05,6,716.80,PT60M
2026-05-05,7,773.94,PT60M
2026-05-05,8,779.54,PT60M
2026-05-05,9,700.00,PT60M
2026-05-05,10,383.15,PT60M
2026-05-05,11,197.88,PT60M
2026-05-05,12,133.53,PT60M
2026-05-05,13,86.30,PT60M
2026-05-05,14,92.83,PT60M
2026-05-05,15,167.66,PT60M
2026-05-05,16,311.25,PT60M
2026-05-05,17,533.81,PT60M
2026-05-05,18,694.10,PT60M
2026-05-05,19,818.62,PT60M
2026-05-05,20,1152.75,PT60M
2026-05-05,21,1236.54,PT60M
2026-05-05,22,862.77,PT60M
2026-05-05,23,728.16,PT60M
2026-05-05,24,778.82,PT60M
2026-05-06,1,868.05,PT15M
2026-05-06,2,857.66,PT15M
2026-05-06,3,857.66,PT15M
2026-05-06,4,847.26,PT15M
2026-05-06,5,798.91,PT15M
2026-05-06,6,770.69,PT15M
2026-05-06,7,719.43,PT15M
2026-05-06,8,817.41,PT15M
2026-05-06,9,789.06,PT15M
2026-05-06,10,780.07,PT15M
2026-05-06,11,776.67,PT15M
2026-05-06,12,760.50,PT15M
2026-05-06,13,795.86,PT15M
2026-05-06,14,788.67,PT15M
2026-05-06,15,847.26,PT15M
2026-05-06,16,852.46,PT15M
2026-05-06,17,882.09,PT15M
2026-05-06,18,883.65,PT15M
2026-05-06,19,894.05,PT15M
2026-05-06,20,888.85,PT15M
2026-05-06,21,909.65,PT15M
2026-05-06,22,914.85,PT15M
2026-05-06,23,915.95,PT15M
2026-05-06,24,914.85,PT15M
2026-05-06,25,925.25,PT15M
2026-05-06,26,899.25,PT15M
2026-05-06,27,868.05,PT15M
2026-05-06,28,789.53,PT15M
2026-05-06,29,794.83,PT15M
2026-05-06,30,792.53,PT15M
2026-05-06,31,740.58,PT15M
2026-05-06,32,672.15,PT15M
2026-05-06,33,946.06,PT15M
2026-05-06,34,755.02,PT15M
2026-05-06,35,684.69,PT15M
2026-05-06,36,580.15,PT15M
2026-05-06,37,711.63,PT15M
2026-05-06,38,652.53,PT15M
2026-05-06,39,385.45,PT15M
2026-05-06,40,291.22,PT15M
2026-05-06,41,383.14,PT15M
2026-05-06,42,305.26,PT15M
2026-05-06,43,149.57,PT15M
2026-05-06,44,112.16,PT15M
2026-05-06,45,229.40,PT15M
2026-05-06,46,291.96,PT15M
2026-05-06,47,297.23,PT15M
2026-05-06,48,260.49,PT15M
2026-05-06,49,294.91,PT15M
2026-05-06,50,237.13,PT15M
2026-05-06,51,239.41,PT15M
2026-05-06,52,289.05,PT15M
2026-05-06,53,196.43,PT15M
2026-05-06,54,245.81,PT15M
2026-05-06,55,285.20,PT15M
2026-05-06,56,241.45,PT15M
2026-05-06,57,229.21,PT15M
2026-05-06,58,400.01,PT15M
2026-05-06,59,481.71,PT15M
2026-05-06,60,508.80,PT15M
2026-05-06,61,498.68,PT15M
2026-05-06,62,513.79,PT15M
2026-05-06,63,535.64,PT15M
2026-05-06,64,549.72,PT15M
2026-05-06,65,526.49,PT15M
2026-05-06,66,550.63,PT15M
2026-05-06,67,610.89,PT15M
2026-05-06,68,666.83,PT15M
2026-05-06,69,598.45,PT15M
2026-05-06,70,636.13,PT15M
2026-05-06,71,705.09,PT15M
2026-05-06,72,748.76,PT15M
2026-05-06,73,661.86,PT15M
2026-05-06,74,722.84,PT15M
2026-05-06,75,758.03,PT15M
2026-05-06,76,805.96,PT15M
2026-05-06,77,823.54,PT15M
2026-05-06,78,925.28,PT15M
2026-05-06,79,917.27,PT15M
2026-05-06,80,1069.08,PT15M
2026-05-06,81,1206.61,PT15M
2026-05-06,82,1263.48,PT15M
2026-05-06,83,1109.62,PT15M
2026-05-06,84,961.08,PT15M
2026-05-06,85,1000.03,PT15M
2026-05-06,86,843.92,PT15M
2026-05-06,87,795.55,PT15M
2026-05-06,88,724.96,PT15M
2026-05-06,89,810.30,PT15M
2026-05-06,90,771.85,PT15M
2026-05-06,91,891.35,PT15M
2026-05-06,92,889.89,PT15M
2026-05-06,93,870.93,PT15M
2026-05-06,94,860.92,PT15M
2026-05-06,95,809.24,PT15M
2026-05-06,96,719.41,PT15M
2026-05-06,1,862.85,PT30M
2026-05-06,2,852.46,PT30M
2026-05-06,3,784.80,PT30M
2026-05-06,4,768.42,PT30M
2026-05-06,5,784.57,PT30M
2026-05-06,6,768.58,PT30M
2026-05-06,7,792.27,PT30M
2026-05-06,8,849.86,PT30M
2026-05-06,9,882.87,PT30M
2026-05-06,10,891.45,PT30M
2026-05-06,11,912.25,PT30M
2026-05-06,12,915.40,PT30M
2026-05-06,13,912.25,PT30M
2026-05-06,14,828.79,PT30M
2026-05-06,15,793.68,PT30M
2026-05-06,16,706.36,PT30M
2026-05-06,17,850.54,PT30M
2026-05-06,18,632.42,PT30M
2026-05-06,19,682.08,PT30M
2026-05-06,20,338.34,PT30M
2026-05-06,21,344.20,PT30M
2026-05-06,22,130.87,PT30M
2026-05-06,23,260.68,PT30M
2026-05-06,24,278.86,PT30M
2026-05-06,25,266.02,PT30M
2026-05-06,26,264.23,PT30M
2026-05-06,27,221.12,PT30M
2026-05-06,28,263.33,PT30M
2026-05-06,29,314.61,PT30M
2026-05-06,30,495.25,PT30M
2026-05-06,31,506.24,PT30M
2026-05-06,32,542.68,PT30M
2026-05-06,33,538.56,PT30M
2026-05-06,34,638.86,PT30M
2026-05-06,35,617.29,PT30M
2026-05-06,36,726.93,PT30M
2026-05-06,37,692.35,PT30M
2026-05-06,38,782.00,PT30M
2026-05-06,39,874.41,PT30M
2026-05-06,40,993.18,PT30M
2026-05-06,41,1235.05,PT30M
2026-05-06,42,1035.35,PT30M
2026-05-06,43,921.98,PT30M
2026-05-06,44,760.25,PT30M
2026-05-06,45,791.08,PT30M
2026-05-06,46,890.62,PT30M
2026-05-06,47,865.92,PT30M
2026-05-06,48,764.33,PT30M
2026-05-06,1,857.66,PT60M
2026-05-06,2,776.61,PT60M
2026-05-06,3,776.57,PT60M
2026-05-06,4,821.06,PT60M
2026-05-06,5,887.16,PT60M
2026-05-06,6,913.83,PT60M
2026-05-06,7,870.52,PT60M
2026-05-06,8,750.02,PT60M
2026-05-06,9,741.48,PT60M
2026-05-06,10,510.21,PT60M
2026-05-06,11,237.53,PT60M
2026-05-06,12,269.77,PT60M
2026-05-06,13,265.12,PT60M
2026-05-06,14,242.22,PT60M
2026-05-06,15,404.93,PT60M
2026-05-06,16,524.46,PT60M
2026-05-06,17,588.71,PT60M
2026-05-06,18,672.11,PT60M
2026-05-06,19,737.17,PT60M
2026-05-06,20,933.79,PT60M
2026-05-06,21,1135.20,PT60M
2026-05-06,22,841.12,PT60M
2026-05-06,23,840.85,PT60M
2026-05-06,24,815.12,PT60M
2026-05-07,1,721.96,PT15M
2026-05-07,2,657.47,PT15M
2026-05-07,3,642.26,PT15M
2026-05-07,4,629.49,PT15M
2026-05-07,5,640.97,PT15M
2026-05-07,6,632.79,PT15M
2026-05-07,7,632.38,PT15M
2026-05-07,8,630.98,PT15M
2026-05-07,9,597.38,PT15M
2026-05-07,10,602.30,PT15M
2026-05-07,11,599.65,PT15M
2026-05-07,12,609.34,PT15M
2026-05-07,13,607.27,PT15M
2026-05-07,14,603.86,PT15M
2026-05-07,15,611.98,PT15M
2026-05-07,16,624.58,PT15M
2026-05-07,17,640.55,PT15M
2026-05-07,18,721.93,PT15M
2026-05-07,19,721.93,PT15M
2026-05-07,20,786.71,PT15M
2026-05-07,21,788.10,PT15M
2026-05-07,22,808.28,PT15M
2026-05-07,23,832.95,PT15M
2026-05-07,24,846.33,PT15M
2026-05-07,25,756.65,PT15M
2026-05-07,26,804.53,PT15M
2026-05-07,27,814.23,PT15M
2026-05-07,28,848.95,PT15M
2026-05-07,29,907.49,PT15M
2026-05-07,30,913.93,PT15M
2026-05-07,31,885.15,PT15M
2026-05-07,32,849.29,PT15M
2026-05-07,33,971.33,PT15M
2026-05-07,34,819.28,PT15M
2026-05-07,35,777.12,PT15M
2026-05-07,36,700.69,PT15M
2026-05-07,37,796.21,PT15M
2026-05-07,38,751.94,PT15M
2026-05-07,39,705.97,PT15M
2026-05-07,40,642.85,PT15M
2026-05-07,41,716.30,PT15M
2026-05-07,42,649.81,PT15M
2026-05-07,43,618.96,PT15M
2026-05-07,44,560.76,PT15M
2026-05-07,45,603.44,PT15M
2026-05-07,46,591.03,PT15M
2026-05-07,47,582.88,PT15M
2026-05-07,48,606.08,PT15M
2026-05-07,49,580.87,PT15M
2026-05-07,50,570.74,PT15M
2026-05-07,51,556.48,PT15M
2026-05-07,52,563.67,PT15M
2026-05-07,53,563.37,PT15M
2026-05-07,54,569.84,PT15M
2026-05-07,55,564.22,PT15M
2026-05-07,56,561.62,PT15M
2026-05-07,57,542.23,PT15M
2026-05-07,58,548.28,PT15M
2026-05-07,59,551.88,PT15M
2026-05-07,60,569.60,PT15M
2026-05-07,61,573.63,PT15M
2026-05-07,62,580.13,PT15M
2026-05-07,63,597.80,PT15M
2026-05-07,64,618.17,PT15M
2026-05-07,65,631.66,PT15M
2026-05-07,66,634.73,PT15M
2026-05-07,67,656.30,PT15M
2026-05-07,68,705.48,PT15M
2026-05-07,69,645.32,PT15M
2026-05-07,70,682.74,PT15M
2026-05-07,71,757.43,PT15M
2026-05-07,72,840.91,PT15M
2026-05-07,73,724.69,PT15M
2026-05-07,74,756.11,PT15M
2026-05-07,75,814.50,PT15M
2026-05-07,76,899.96,PT15M
2026-05-07,77,834.81,PT15M
2026-05-07,78,864.20,PT15M
2026-05-07,79,985.63,PT15M
2026-05-07,80,1320.92,PT15M
2026-05-07,81,1046.64,PT15M
2026-05-07,82,1115.50,PT15M
2026-05-07,83,1109.14,PT15M
2026-05-07,84,1053.52,PT15M
2026-05-07,85,1067.04,PT15M
2026-05-07,86,940.40,PT15M
2026-05-07,87,864.98,PT15M
2026-05-07,88,798.38,PT15M
2026-05-07,89,866.98,PT15M
2026-05-07,90,815.60,PT15M
2026-05-07,91,804.38,PT15M
2026-05-07,92,753.05,PT15M
2026-05-07,93,831.95,PT15M
2026-05-07,94,775.25,PT15M
2026-05-07,95,853.79,PT15M
2026-05-07,96,688.17,PT15M
2026-05-07,1,689.71,PT30M
2026-05-07,2,635.87,PT30M
2026-05-07,3,636.88,PT30M
2026-05-07,4,631.68,PT30M
2026-05-07,5,599.84,PT30M
2026-05-07,6,604.50,PT30M
2026-05-07,7,605.57,PT30M
2026-05-07,8,618.28,PT30M
2026-05-07,9,681.24,PT30M
2026-05-07,10,754.32,PT30M
2026-05-07,11,798.19,PT30M
2026-05-07,12,839.64,PT30M
2026-05-07,13,780.59,PT30M
2026-05-07,14,831.59,PT30M
2026-05-07,15,910.71,PT30M
2026-05-07,16,867.22,PT30M
2026-05-07,17,895.31,PT30M
2026-05-07,18,738.91,PT30M
2026-05-07,19,774.07,PT30M
2026-05-07,20,674.41,PT30M
2026-05-07,21,683.06,PT30M
2026-05-07,22,589.86,PT30M
2026-05-07,23,597.24,PT30M
2026-05-07,24,594.48,PT30M
2026-05-07,25,575.81,PT30M
2026-05-07,26,560.07,PT30M
2026-05-07,27,566.61,PT30M
2026-05-07,28,562.92,PT30M
2026-05-07,29,545.26,PT30M
2026-05-07,30,560.74,PT30M
2026-05-07,31,576.88,PT30M
2026-05-07,32,607.99,PT30M
2026-05-07,33,633.20,PT30M
2026-05-07,34,680.89,PT30M
2026-05-07,35,664.03,PT30M
2026-05-07,36,799.17,PT30M
2026-05-07,37,740.40,PT30M
2026-05-07,38,857.23,PT30M
2026-05-07,39,849.51,PT30M
2026-05-07,40,1153.27,PT30M
2026-05-07,41,1081.07,PT30M
2026-05-07,42,1081.33,PT30M
2026-05-07,43,1003.72,PT30M
2026-05-07,44,831.68,PT30M
2026-05-07,45,841.29,PT30M
2026-05-07,46,778.72,PT30M
2026-05-07,47,803.60,PT30M
2026-05-07,48,770.98,PT30M
2026-05-07,1,662.79,PT60M
2026-05-07,2,634.28,PT60M
2026-05-07,3,602.17,PT60M
2026-05-07,4,611.92,PT60M
2026-05-07,5,717.78,PT60M
2026-05-07,6,818.91,PT60M
2026-05-07,7,806.09,PT60M
2026-05-07,8,888.97,PT60M
2026-05-07,9,817.11,PT60M
2026-05-07,10,724.24,PT60M
2026-05-07,11,636.46,PT60M
2026-05-07,12,595.86,PT60M
2026-05-07,13,567.94,PT60M
2026-05-07,14,564.76,PT60M
2026-05-07,15,553.00,PT60M
2026-05-07,16,592.43,PT60M
2026-05-07,17,657.04,PT60M
2026-05-07,18,731.60,PT60M
2026-05-07,19,798.82,PT60M
2026-05-07,20,1001.39,PT60M
2026-05-07,21,1081.20,PT60M
2026-05-07,22,917.70,PT60M
2026-05-07,23,810.00,PT60M
2026-05-07,24,787.29,PT60M
2026-05-08,1,739.16,PT15M
2026-05-08,2,728.98,PT15M
2026-05-08,3,728.96,PT15M
2026-05-08,4,728.97,PT15M
2026-05-08,5,666.80,PT15M
2026-05-08,6,648.19,PT15M
2026-05-08,7,639.98,PT15M
2026-05-08,8,619.46,PT15M
2026-05-08,9,637.11,PT15M
2026-05-08,10,633.00,PT15M
2026-05-08,11,634.24,PT15M
2026-05-08,12,627.90,PT15M
2026-05-08,13,635.04,PT15M
2026-05-08,14,640.27,PT15M
2026-05-08,15,637.12,PT15M
2026-05-08,16,642.27,PT15M
2026-05-08,17,636.95,PT15M
2026-05-08,18,645.63,PT15M
2026-05-08,19,659.34,PT15M
2026-05-08,20,670.05,PT15M
2026-05-08,21,764.03,PT15M
2026-05-08,22,788.69,PT15M
2026-05-08,23,806.60,PT15M
2026-05-08,24,764.01,PT15M
2026-05-08,25,728.98,PT15M
2026-05-08,26,788.35,PT15M
2026-05-08,27,791.79,PT15M
2026-05-08,28,792.86,PT15M
2026-05-08,29,843.23,PT15M
2026-05-08,30,819.25,PT15M
2026-05-08,31,802.16,PT15M
2026-05-08,32,758.47,PT15M
2026-05-08,33,882.44,PT15M
2026-05-08,34,789.89,PT15M
2026-05-08,35,728.94,PT15M
2026-05-08,36,634.44,PT15M
2026-05-08,37,728.97,PT15M
2026-05-08,38,665.05,PT15M
2026-05-08,39,582.25,PT15M
2026-05-08,40,552.91,PT15M
2026-05-08,41,644.60,PT15M
2026-05-08,42,572.47,PT15M
2026-05-08,43,515.80,PT15M
2026-05-08,44,463.78,PT15M
2026-05-08,45,528.15,PT15M
2026-05-08,46,477.72,PT15M
2026-05-08,47,377.93,PT15M
2026-05-08,48,320.29,PT15M
2026-05-08,49,429.10,PT15M
2026-05-08,50,383.51,PT15M
2026-05-08,51,353.70,PT15M
2026-05-08,52,318.96,PT15M
2026-05-08,53,381.07,PT15M
2026-05-08,54,346.50,PT15M
2026-05-08,55,312.76,PT15M
2026-05-08,56,285.52,PT15M
2026-05-08,57,304.52,PT15M
2026-05-08,58,338.66,PT15M
2026-05-08,59,416.27,PT15M
2026-05-08,60,386.50,PT15M
2026-05-08,61,391.65,PT15M
2026-05-08,62,422.00,PT15M
2026-05-08,63,514.62,PT15M
2026-05-08,64,521.80,PT15M
2026-05-08,65,473.67,PT15M
2026-05-08,66,510.67,PT15M
2026-05-08,67,546.93,PT15M
2026-05-08,68,606.02,PT15M
2026-05-08,69,549.44,PT15M
2026-05-08,70,581.81,PT15M
2026-05-08,71,645.17,PT15M
2026-05-08,72,698.89,PT15M
2026-05-08,73,863.73,PT15M
2026-05-08,74,880.63,PT15M
2026-05-08,75,736.69,PT15M
2026-05-08,76,942.44,PT15M
2026-05-08,77,726.08,PT15M
2026-05-08,78,931.72,PT15M
2026-05-08,79,1009.01,PT15M
2026-05-08,80,1491.51,PT15M
2026-05-08,81,1428.97,PT15M
2026-05-08,82,1749.14,PT15M
2026-05-08,83,1517.54,PT15M
2026-05-08,84,1200.19,PT15M
2026-05-08,85,1500.03,PT15M
2026-05-08,86,1164.09,PT15M
2026-05-08,87,948.81,PT15M
2026-05-08,88,909.82,PT15M
2026-05-08,89,853.94,PT15M
2026-05-08,90,1156.32,PT15M
2026-05-08,91,1575.64,PT15M
2026-05-08,92,2107.54,PT15M
2026-05-08,93,1580.69,PT15M
2026-05-08,94,1577.98,PT15M
2026-05-08,95,1798.75,PT15M
2026-05-08,96,1577.98,PT15M
2026-05-08,1,734.07,PT30M
2026-05-08,2,728.97,PT30M
2026-05-08,3,657.49,PT30M
2026-05-08,4,629.72,PT30M
2026-05-08,5,635.05,PT30M
2026-05-08,6,631.07,PT30M
2026-05-08,7,637.65,PT30M
2026-05-08,8,639.70,PT30M
2026-05-08,9,641.29,PT30M
2026-05-08,10,664.70,PT30M
2026-05-08,11,776.36,PT30M
2026-05-08,12,785.31,PT30M
2026-05-08,13,758.66,PT30M
2026-05-08,14,792.33,PT30M
2026-05-08,15,831.24,PT30M
2026-05-08,16,780.31,PT30M
2026-05-08,17,836.16,PT30M
2026-05-08,18,681.69,PT30M
2026-05-08,19,697.01,PT30M
2026-05-08,20,567.58,PT30M
2026-05-08,21,608.53,PT30M
2026-05-08,22,489.79,PT30M
2026-05-08,23,502.94,PT30M
2026-05-08,24,349.11,PT30M
2026-05-08,25,406.30,PT30M
2026-05-08,26,336.33,PT30M
2026-05-08,27,363.79,PT30M
2026-05-08,28,299.14,PT30M
2026-05-08,29,321.59,PT30M
2026-05-08,30,401.38,PT30M
2026-05-08,31,406.82,PT30M
2026-05-08,32,518.21,PT30M
2026-05-08,33,492.17,PT30M
2026-05-08,34,576.48,PT30M
2026-05-08,35,565.63,PT30M
2026-05-08,36,672.03,PT30M
2026-05-08,37,872.18,PT30M
2026-05-08,38,839.57,PT30M
2026-05-08,39,828.90,PT30M
2026-05-08,40,1250.26,PT30M
2026-05-08,41,1589.06,PT30M
2026-05-08,42,1358.87,PT30M
2026-05-08,43,1332.06,PT30M
2026-05-08,44,929.31,PT30M
2026-05-08,45,1005.13,PT30M
2026-05-08,46,1841.59,PT30M
2026-05-08,47,1579.33,PT30M
2026-05-08,48,1688.36,PT30M
2026-05-08,1,731.52,PT60M
2026-05-08,2,643.61,PT60M
2026-05-08,3,633.06,PT60M
2026-05-08,4,638.67,PT60M
2026-05-08,5,652.99,PT60M
2026-05-08,6,780.83,PT60M
2026-05-08,7,775.50,PT60M
2026-05-08,8,805.78,PT60M
2026-05-08,9,758.93,PT60M
2026-05-08,10,632.29,PT60M
2026-05-08,11,549.16,PT60M
2026-05-08,12,426.02,PT60M
2026-05-08,13,371.32,PT60M
2026-05-08,14,331.46,PT60M
2026-05-08,15,361.49,PT60M
2026-05-08,16,462.52,PT60M
2026-05-08,17,534.33,PT60M
2026-05-08,18,618.83,PT60M
2026-05-08,19,855.87,PT60M
2026-05-08,20,1039.58,PT60M
2026-05-08,21,1473.96,PT60M
2026-05-08,22,1130.69,PT60M
2026-05-08,23,1423.36,PT60M
2026-05-08,24,1633.85,PT60M
2026-05-09,1,1417.98,PT15M
2026-05-09,2,1316.58,PT15M
2026-05-09,3,1316.53,PT15M
2026-05-09,4,1000.00,PT15M
2026-05-09,5,1098.77,PT15M
2026-05-09,6,1000.00,PT15M
2026-05-09,7,884.54,PT15M
2026-05-09,8,878.33,PT15M
2026-05-09,9,888.87,PT15M
2026-05-09,10,894.13,PT15M
2026-05-09,11,883.60,PT15M
2026-05-09,12,883.60,PT15M
2026-05-09,13,764.82,PT15M
2026-05-09,14,772.60,PT15M
2026-05-09,15,777.89,PT15M
2026-05-09,16,785.37,PT15M
2026-05-09,17,899.40,PT15M
2026-05-09,18,915.20,PT15M
2026-05-09,19,920.46,PT15M
2026-05-09,20,920.46,PT15M
2026-05-09,21,915.20,PT15M
2026-05-09,22,909.93,PT15M
2026-05-09,23,909.93,PT15M
2026-05-09,24,904.66,PT15M
2026-05-09,25,867.80,PT15M
2026-05-09,26,838.95,PT15M
2026-05-09,27,706.80,PT15M
2026-05-09,28,672.63,PT15M
2026-05-09,29,699.15,PT15M
2026-05-09,30,678.91,PT15M
2026-05-09,31,655.84,PT15M
2026-05-09,32,580.54,PT15M
2026-05-09,33,732.43,PT15M
2026-05-09,34,641.48,PT15M
2026-05-09,35,569.60,PT15M
2026-05-09,36,427.81,PT15M
2026-05-09,37,704.19,PT15M
2026-05-09,38,468.68,PT15M
2026-05-09,39,256.90,PT15M
2026-05-09,40,83.55,PT15M
2026-05-09,41,167.04,PT15M
2026-05-09,42,41.75,PT15M
2026-05-09,43,1.36,PT15M
2026-05-09,44,3.58,PT15M
2026-05-09,45,0.04,PT15M
2026-05-09,46,0.05,PT15M
2026-05-09,47,0.18,PT15M
2026-05-09,48,13.46,PT15M
2026-05-09,49,0.37,PT15M
2026-05-09,50,26.91,PT15M
2026-05-09,51,0.04,PT15M
2026-05-09,52,26.90,PT15M
2026-05-09,53,26.88,PT15M
2026-05-09,54,26.88,PT15M
2026-05-09,55,0.19,PT15M
2026-05-09,56,0.11,PT15M
2026-05-09,57,1.14,PT15M
2026-05-09,58,1.16,PT15M
2026-05-09,59,0.19,PT15M
2026-05-09,60,0.19,PT15M
2026-05-09,61,0.17,PT15M
2026-05-09,62,0.68,PT15M
2026-05-09,63,0.03,PT15M
2026-05-09,64,0.03,PT15M
2026-05-09,65,0.55,PT15M
2026-05-09,66,42.67,PT15M
2026-05-09,67,199.75,PT15M
2026-05-09,68,388.39,PT15M
2026-05-09,69,211.40,PT15M
2026-05-09,70,511.59,PT15M
2026-05-09,71,655.43,PT15M
2026-05-09,72,765.44,PT15M
2026-05-09,73,608.05,PT15M
2026-05-09,74,675.97,PT15M
2026-05-09,75,833.60,PT15M
2026-05-09,76,965.43,PT15M
2026-05-09,77,840.22,PT15M
2026-05-09,78,901.41,PT15M
2026-05-09,79,1053.36,PT15M
2026-05-09,80,1155.44,PT15M
2026-05-09,81,1153.22,PT15M
2026-05-09,82,1149.37,PT15M
2026-05-09,83,1220.83,PT15M
2026-05-09,84,1104.03,PT15M
2026-05-09,85,1272.02,PT15M
2026-05-09,86,910.20,PT15M
2026-05-09,87,1005.02,PT15M
2026-05-09,88,892.51,PT15M
2026-05-09,89,894.99,PT15M
2026-05-09,90,810.45,PT15M
2026-05-09,91,940.58,PT15M
2026-05-09,92,825.39,PT15M
2026-05-09,93,1200.00,PT15M
2026-05-09,94,1000.00,PT15M
2026-05-09,95,955.44,PT15M
2026-05-09,96,873.07,PT15M
2026-05-09,1,1367.28,PT30M
2026-05-09,2,1158.26,PT30M
2026-05-09,3,1049.39,PT30M
2026-05-09,4,881.43,PT30M
2026-05-09,5,891.50,PT30M
2026-05-09,6,883.60,PT30M
2026-05-09,7,768.71,PT30M
2026-05-09,8,781.63,PT30M
2026-05-09,9,907.30,PT30M
2026-05-09,10,920.46,PT30M
2026-05-09,11,912.56,PT30M
2026-05-09,12,907.30,PT30M
2026-05-09,13,853.38,PT30M
2026-05-09,14,689.72,PT30M
2026-05-09,15,689.03,PT30M
2026-05-09,16,618.19,PT30M
2026-05-09,17,686.96,PT30M
2026-05-09,18,498.71,PT30M
2026-05-09,19,586.44,PT30M
2026-05-09,20,170.22,PT30M
2026-05-09,21,104.39,PT30M
2026-05-09,22,2.47,PT30M
2026-05-09,23,0.04,PT30M
2026-05-09,24,6.82,PT30M
2026-05-09,25,13.64,PT30M
2026-05-09,26,13.47,PT30M
2026-05-09,27,26.88,PT30M
2026-05-09,28,0.15,PT30M
2026-05-09,29,1.15,PT30M
2026-05-09,30,0.19,PT30M
2026-05-09,31,0.43,PT30M
2026-05-09,32,0.03,PT30M
2026-05-09,33,21.61,PT30M
2026-05-09,34,294.07,PT30M
2026-05-09,35,361.49,PT30M
2026-05-09,36,710.43,PT30M
2026-05-09,37,642.01,PT30M
2026-05-09,38,899.52,PT30M
